# The count includes the diagonal cell (x,x).
# Ratios use exact integer arithmetic and are shown to 50 decimal places.
# "3,1 pattern" means gcd>1 blocks of lengths 3 and 1 alternate between single blue cells without end.
# combined_flag is "both" exactly when x_flag="between_primes" and pattern_flag="3,1 pattern".
# bot_boring__only=False: when True, only rows with at least one interesting flag are written.
column_x  non_blue  x_flag          pattern_flag  combined_flag                                        non_blue/total
     287        47  neither         -             -              0.16376306620209059233449477351916376306620209059233
     288       192  neither         3,1 pattern   -              0.66666666666666666666666666666666666666666666666667
     289        17  neither         -             -              0.05882352941176470588235294117647058823529411764706
     290       178  neither         -             -              0.61379310344827586206896551724137931034482758620690
     291        99  neither         -             -              0.34020618556701030927835051546391752577319587628866
     292       148  neither         -             -              0.50684931506849315068493150684931506849315068493151
     293         1  prime           -             -              0.00341296928327645051194539249146757679180887372014
     294       210  neither         -             -              0.71428571428571428571428571428571428571428571428571
     295        63  neither         -             -              0.21355932203389830508474576271186440677966101694915
     296       152  neither         -             -              0.51351351351351351351351351351351351351351351351351
     297       117  neither         -             -              0.39393939393939393939393939393939393939393939393939
     298       150  neither         -             -              0.50335570469798657718120805369127516778523489932886
     299        35  neither         -             -              0.11705685618729096989966555183946488294314381270903
     300       220  neither         -             -              0.73333333333333333333333333333333333333333333333333
     301        49  neither         -             -              0.16279069767441860465116279069767441860465116279070
     302       152  neither         -             -              0.50331125827814569536423841059602649006622516556291
     303       103  neither         -             -              0.33993399339933993399339933993399339933993399339934
     304       160  neither         -             -              0.52631578947368421052631578947368421052631578947368
     305        65  neither         -             -              0.21311475409836065573770491803278688524590163934426
     306       210  neither         -             -              0.68627450980392156862745098039215686274509803921569
     307         1  prime           -             -              0.00325732899022801302931596091205211726384364820847
     308       188  neither         -             -              0.61038961038961038961038961038961038961038961038961
     309       105  neither         -             -              0.33980582524271844660194174757281553398058252427184
     310       190  neither         -             -              0.61290322580645161290322580645161290322580645161290
     311         1  prime           -             -              0.00321543408360128617363344051446945337620578778135
     312       216  between_primes  -             -              0.69230769230769230769230769230769230769230769230769
     313         1  prime           -             -              0.00319488817891373801916932907348242811501597444089
     314       158  neither         -             -              0.50318471337579617834394904458598726114649681528662
     315       171  neither         -             -              0.54285714285714285714285714285714285714285714285714
     316       160  neither         -             -              0.50632911392405063291139240506329113924050632911392
     317         1  prime           -             -              0.00315457413249211356466876971608832807570977917981
     318       214  neither         -             -              0.67295597484276729559748427672955974842767295597484
     319        39  neither         -             -              0.12225705329153605015673981191222570532915360501567
     320       192  neither         -             -              0.60000000000000000000000000000000000000000000000000
     321       109  neither         -             -              0.33956386292834890965732087227414330218068535825545
     322       190  neither         -             -              0.59006211180124223602484472049689440993788819875776
     323        35  neither         -             -              0.10835913312693498452012383900928792569659442724458
     324       216  neither         3,1 pattern   -              0.66666666666666666666666666666666666666666666666667
     325        85  neither         -             -              0.26153846153846153846153846153846153846153846153846
     326       164  neither         -             -              0.50306748466257668711656441717791411042944785276074
     327       111  neither         -             -              0.33944954128440366972477064220183486238532110091743
     328       168  neither         -             -              0.51219512195121951219512195121951219512195121951220
     329        53  neither         -             -              0.16109422492401215805471124620060790273556231003040
     330       250  neither         -             -              0.75757575757575757575757575757575757575757575757576
     331         1  prime           -             -              0.00302114803625377643504531722054380664652567975831
     332       168  neither         -             -              0.50602409638554216867469879518072289156626506024096
     333       117  neither         -             -              0.35135135135135135135135135135135135135135135135135
     334       168  neither         -             -              0.50299401197604790419161676646706586826347305389222
     335        71  neither         -             -              0.21194029850746268656716417910447761194029850746269
     336       240  neither         -             -              0.71428571428571428571428571428571428571428571428571
     337         1  prime           -             -              0.00296735905044510385756676557863501483679525222552
     338       182  neither         -             -              0.53846153846153846153846153846153846153846153846154
     339       115  neither         -             -              0.33923303834808259587020648967551622418879056047198
     340       212  neither         -             -              0.62352941176470588235294117647058823529411764705882
     341        41  neither         -             -              0.12023460410557184750733137829912023460410557184751
     342       234  neither         -             -              0.68421052631578947368421052631578947368421052631579
     343        49  neither         -             -              0.14285714285714285714285714285714285714285714285714
     344       176  neither         -             -              0.51162790697674418604651162790697674418604651162791
     345       169  neither         -             -              0.48985507246376811594202898550724637681159420289855
     346       174  neither         -             -              0.50289017341040462427745664739884393063583815028902
     347         1  prime           -             -              0.00288184438040345821325648414985590778097982708934
     348       236  between_primes  -             -              0.67816091954022988505747126436781609195402298850575
     349         1  prime           -             -              0.00286532951289398280802292263610315186246418338109
     350       230  neither         -             -              0.65714285714285714285714285714285714285714285714286
     351       135  neither         -             -              0.38461538461538461538461538461538461538461538461538
     352       192  neither         -             -              0.54545454545454545454545454545454545454545454545455
     353         1  prime           -             -              0.00283286118980169971671388101983002832861189801700
     354       238  neither         -             -              0.67231638418079096045197740112994350282485875706215
     355        75  neither         -             -              0.21126760563380281690140845070422535211267605633803
     356       180  neither         -             -              0.50561797752808988764044943820224719101123595505618
     357       165  neither         -             -              0.46218487394957983193277310924369747899159663865546
     358       180  neither         -             -              0.50279329608938547486033519553072625698324022346369
     359         1  prime           -             -              0.00278551532033426183844011142061281337047353760446
     360       264  neither         -             -              0.73333333333333333333333333333333333333333333333333
     361        19  neither         -             -              0.05263157894736842105263157894736842105263157894737
     362       182  neither         -             -              0.50276243093922651933701657458563535911602209944751
     363       143  neither         -             -              0.39393939393939393939393939393939393939393939393939
     364       220  neither         -             -              0.60439560439560439560439560439560439560439560439560
     365        77  neither         -             -              0.21095890410958904109589041095890410958904109589041
     366       246  neither         -             -              0.67213114754098360655737704918032786885245901639344
     367         1  prime           -             -              0.00272479564032697547683923705722070844686648501362
     368       192  neither         -             -              0.52173913043478260869565217391304347826086956521739
     369       129  neither         -             -              0.34959349593495934959349593495934959349593495934959
     370       226  neither         -             -              0.61081081081081081081081081081081081081081081081081
     371        59  neither         -             -              0.15902964959568733153638814016172506738544474393531
     372       252  neither         -             -              0.67741935483870967741935483870967741935483870967742
     373         1  prime           -             -              0.00268096514745308310991957104557640750670241286863
     374       214  neither         -             -              0.57219251336898395721925133689839572192513368983957
     375       175  neither         -             -              0.46666666666666666666666666666666666666666666666667
     376       192  neither         -             -              0.51063829787234042553191489361702127659574468085106
     377        41  neither         -             -              0.10875331564986737400530503978779840848806366047745
     378       270  neither         -             -              0.71428571428571428571428571428571428571428571428571
     379         1  prime           -             -              0.00263852242744063324538258575197889182058047493404
     380       236  neither         -             -              0.62105263157894736842105263157894736842105263157895
